customer_id,age,tenure_months,monthly_charges,total_charges,usage_minutes,support_tickets,last_login_days,contract_type,payment_method,churn,avg_charge_per_month,engagement_score,support_rate,is_monthly_contract,high_value_customer
24,19,28,18.85,527.8,376,0,25,Month-to-Month,UPI,0,18.2,-0.010542000372508853,0.0,1,0
25,38,47,95.56,4491.32,512,0,10,Month-to-Month,Debit Card,1,93.56916666666666,0.39314583721363383,0.0,1,0
26,50,15,147.72,2215.8,759,1,33,Two Year,UPI,1,138.4875,0.27474390016762906,0.0625,0,0
27,29,4,60.51,242.04,373,1,40,Month-to-Month,Net Banking,1,48.408,-0.26807599180480535,0.2,1,0
28,39,29,115.4,3346.6,436,2,1,One Year,Debit Card,0,111.55333333333333,0.46217172657850625,0.06666666666666667,0,0
29,61,59,80.0,4720.0,506,1,20,Month-to-Month,Debit Card,0,78.66666666666667,0.21706090519649845,0.016666666666666666,1,0
30,42,9,27.89,251.01,564,2,50,One Year,Debit Card,0,25.101,-0.22767740733842423,0.2,0,0
31,66,27,91.51,2470.77,261,1,25,One Year,Credit Card,0,88.24178571428571,-0.13691562674613522,0.03571428571428571,0,0
32,44,26,51.98,1351.48,656,2,11,One Year,Net Banking,0,50.05481481481482,0.5344384429130191,0.07407407407407407,0,0
33,59,19,14.82,281.58,655,0,8,Two Year,Net Banking,0,14.078999999999999,0.5841869994412368,0.0,0,0
34,45,56,98.89,5537.84,449,0,40,Month-to-Month,Net Banking,0,97.15508771929825,-0.1845595082883218,0.0,1,1
35,33,28,130.25,3647.0,824,2,22,Month-to-Month,UPI,0,125.75862068965517,0.5326131495623021,0.06896551724137931,1,0
36,32,17,58.27,990.59,647,2,41,Two Year,Net Banking,0,55.03277777777778,0.016073756751722845,0.1111111111111111,0,0
37,64,43,64.64,2779.52,640,0,4,Month-to-Month,Credit Card,0,63.17090909090909,0.6355000931272118,0.0,1,0
38,68,57,134.74,7680.18,642,1,8,One Year,Credit Card,0,132.41689655172414,0.5699012851555225,0.017241379310344827,0,1
39,61,41,123.91,5080.31,639,0,54,One Year,UPI,0,120.95976190476192,-0.21305643509033345,0.0,0,1
40,69,42,110.09,4623.78,497,2,49,One Year,UPI,1,107.52976744186046,-0.2843546284224251,0.046511627906976744,0,0
41,20,50,44.83,2241.5,485,1,9,Month-to-Month,Net Banking,0,43.950980392156865,0.380424660085677,0.0196078431372549,1,0
42,54,20,137.43,2748.6,386,1,48,Month-to-Month,Net Banking,1,130.88571428571427,-0.3893834978580742,0.047619047619047616,1,0
43,68,45,31.62,1422.9,430,0,57,One Year,Credit Card,0,30.932608695652174,-0.4935742223877817,0.0,0,0
44,24,40,97.75,3910.0,462,1,9,Month-to-Month,Credit Card,1,95.36585365853658,0.3551499348109517,0.024390243902439025,1,0
45,38,39,14.03,547.17,507,0,13,One Year,Net Banking,0,13.67925,0.33680387409200974,0.0,0,0
46,26,49,100.12,4905.88,691,1,35,Month-to-Month,Credit Card,1,98.1176,0.1661203203576085,0.02,1,0
47,56,53,48.8,2586.4,247,2,9,Month-to-Month,UPI,1,47.8962962962963,0.11888619854721547,0.037037037037037035,1,0
48,35,23,72.95,1677.85,661,0,55,Month-to-Month,Credit Card,1,69.91041666666666,-0.2058297634568821,0.0,1,0
49,21,47,58.34,2741.98,378,1,53,Two Year,Net Banking,1,57.124583333333334,-0.48292046936114735,0.020833333333333332,0,0
50,42,32,34.19,1094.08,487,2,49,Month-to-Month,UPI,0,33.15393939393939,-0.29534363941143604,0.06060606060606061,1,0
51,31,52,97.08,5048.16,413,2,36,Month-to-Month,Credit Card,0,95.24830188679245,-0.15632333767926992,0.03773584905660377,1,1
52,67,47,133.48,6273.56,722,3,40,Two Year,UPI,0,130.69916666666668,0.11544049171167814,0.0625,0,1
53,26,33,144.27,4760.91,440,1,37,One Year,Net Banking,1,140.02676470588236,-0.14360216055131308,0.029411764705882353,0,0
54,43,57,36.93,2105.01,562,0,47,Two Year,Credit Card,1,36.29327586206897,-0.1790277519091078,0.0,0,0
55,19,46,110.43,5079.78,568,1,21,Month-to-Month,Net Banking,0,108.08042553191488,0.2682436207859937,0.02127659574468085,1,1
56,37,5,103.01,515.05,360,0,22,One Year,Debit Card,0,85.84166666666665,0.02272303967219219,0.0,0,0
57,45,43,58.07,2497.01,488,1,15,Month-to-Month,Net Banking,1,56.75022727272728,0.28202644812814304,0.022727272727272728,1,0
58,64,48,12.67,608.16,644,0,10,One Year,Debit Card,0,12.411428571428571,0.5382007822685789,0.0,0,0
59,24,34,106.57,3623.38,395,0,52,Two Year,UPI,0,103.52514285714285,-0.44728999813745574,0.0,0,0
60,61,40,142.37,5694.8,599,1,46,Month-to-Month,UPI,0,138.89756097560976,-0.12141925870739434,0.024390243902439025,1,1
61,25,11,98.5,1083.5,460,0,50,Month-to-Month,Debit Card,1,90.29166666666667,-0.34196312162413856,0.0,1,0
62,64,50,70.94,3547.0,639,0,34,One Year,UPI,0,69.54901960784314,0.12592661575712416,0.0,0,0
63,52,3,83.52,250.56,709,0,47,Month-to-Month,UPI,1,62.64,-0.017489290370646282,0.0,1,0
64,31,58,37.95,2201.1,259,0,52,One Year,Net Banking,0,37.30677966101695,-0.5967405475880052,0.0,0,0
65,34,33,115.08,3797.64,339,0,19,Month-to-Month,Debit Card,1,111.69529411764705,0.050493574222387816,0.0,1,0
66,53,11,114.5,1259.5,447,1,36,Two Year,Credit Card,0,104.95833333333333,-0.11896070031663258,0.08333333333333333,0,0
67,67,16,30.37,485.92,675,0,40,Month-to-Month,UPI,0,28.583529411764708,0.06379214006332656,0.0,1,0
68,57,18,132.92,2392.56,563,2,4,Month-to-Month,UPI,1,125.92421052631579,0.5508847085118271,0.10526315789473684,1,0
69,21,30,47.69,1430.7,350,0,35,Month-to-Month,Credit Card,1,46.15161290322581,-0.20860495436766618,0.0,1,0
70,19,48,147.52,7080.96,581,3,12,Month-to-Month,Net Banking,0,144.50938775510204,0.4350717079530638,0.061224489795918366,1,1
71,23,55,63.61,3498.55,390,2,51,Month-to-Month,Net Banking,1,62.47410714285714,-0.43583535108958843,0.03571428571428571,1,0
72,59,10,34.9,349.0,604,0,16,Month-to-Month,Net Banking,0,31.727272727272727,0.3925498230582976,0.0,1,0
73,21,18,59.24,1066.32,564,1,25,Month-to-Month,Credit Card,0,56.12210526315789,0.19605140622089778,0.05263157894736842,1,0
74,46,38,71.63,2721.94,389,0,51,Two Year,Net Banking,0,69.79333333333334,-0.4369342521884895,0.0,0,0
75,35,19,19.7,374.3,492,1,43,Month-to-Month,UPI,1,18.715,-0.18815421866269322,0.05,1,0
76,43,36,90.95,3274.2,646,0,51,One Year,Net Banking,1,88.49189189189188,-0.15451666977090706,0.0,0,0
77,61,59,93.67,5526.53,272,2,56,Month-to-Month,UPI,1,92.10883333333332,-0.6502514434717825,0.03333333333333333,1,1
78,51,13,113.45,1474.85,536,0,58,Month-to-Month,Credit Card,1,105.34642857142856,-0.39403985844663814,0.0,1,0
79,27,56,14.08,788.48,367,0,19,Month-to-Month,Net Banking,0,13.832982456140352,0.08126280499161859,0.0,1,0
80,53,46,85.77,3945.42,498,0,38,One Year,Net Banking,0,83.94510638297872,-0.09681504935742213,0.0,0,0
81,31,3,17.41,52.23,554,1,32,Month-to-Month,UPI,1,13.0575,0.06641832743527654,0.25,1,0
82,48,10,108.16,1081.6,741,1,29,Month-to-Month,Credit Card,1,98.32727272727271,0.3227602905569007,0.09090909090909091,1,0
83,65,38,17.8,676.4,496,3,15,Month-to-Month,Net Banking,0,17.343589743589742,0.2908176569193518,0.07692307692307693,1,0
84,32,1,137.64,137.64,675,3,6,Month-to-Month,Credit Card,1,68.82,0.6400633265040045,1.5,1,0
85,25,55,108.29,5955.95,399,0,29,Month-to-Month,UPI,0,106.35625,-0.053063885267275124,0.0,1,1
86,31,56,81.03,4537.68,440,0,1,Month-to-Month,UPI,0,79.60842105263158,0.46656733097411063,0.0,1,0
87,40,27,71.81,1938.87,570,0,11,Month-to-Month,Net Banking,1,69.24535714285715,0.43993294840752467,0.0,1,0
88,57,46,28.29,1301.34,524,2,42,One Year,Credit Card,0,27.688085106382978,-0.13604023095548523,0.0425531914893617,0,0
89,38,8,50.74,405.92,460,0,39,Month-to-Month,UPI,1,45.102222222222224,-0.1555224436580369,0.0,1,0
90,33,51,131.65,6714.15,457,0,0,Month-to-Month,Credit Card,1,129.11826923076922,0.5021978021978022,0.0,1,1
91,62,46,136.62,6284.52,659,0,57,Month-to-Month,Debit Card,0,133.71319148936172,-0.24192587073943006,0.0,1,1
92,35,42,10.1,424.2,465,1,2,Month-to-Month,Debit Card,1,9.865116279069767,0.47709070590426517,0.023255813953488372,1,0
93,64,17,93.18,1584.06,377,0,7,Month-to-Month,Net Banking,0,88.00333333333333,0.2956416464891041,0.0,1,0
94,41,9,110.7,996.3,397,3,25,One Year,Credit Card,1,99.63,0.012534922704414253,0.3,0,0
95,43,6,96.62,579.72,580,1,39,One Year,Credit Card,1,82.81714285714285,-0.02365431178990507,0.14285714285714285,0,0
96,42,43,21.44,921.92,770,1,10,Month-to-Month,UPI,0,20.952727272727273,0.6766623207301173,0.022727272727272728,1,0
97,62,25,40.48,1012.0,437,1,20,Month-to-Month,Credit Card,0,38.92307692307692,0.14123672937232262,0.038461538461538464,1,0
98,58,39,45.05,1756.95,757,0,4,Month-to-Month,Credit Card,1,43.92375,0.7640715216986403,0.0,1,0
99,46,49,126.44,6195.56,498,1,39,Month-to-Month,UPI,1,123.91120000000001,-0.11376420189979508,0.02,1,1
100,32,28,74.85,2095.8,466,2,25,Two Year,Net Banking,0,72.26896551724138,0.08835909852859003,0.06896551724137931,0,0
101,62,33,78.16,2579.28,390,3,20,One Year,UPI,0,75.86117647058825,0.08958837772397094,0.08823529411764706,0,0
102,18,54,140.89,7608.06,476,0,8,Month-to-Month,Debit Card,0,138.32836363636363,0.3874837027379401,0.0,1,1
103,42,37,99.19,3670.03,409,2,16,Two Year,Credit Card,0,96.57973684210526,0.17826410877258336,0.05263157894736842,0,0
104,24,9,135.81,1222.29,399,2,36,Month-to-Month,Credit Card,1,122.229,-0.1717079530638853,0.2,1,0
105,26,18,73.91,1330.38,301,1,50,Month-to-Month,Net Banking,1,70.02000000000001,-0.5166883963494133,0.05263157894736842,1,0
106,41,56,30.92,1731.52,711,1,50,Month-to-Month,Debit Card,1,30.377543859649123,-0.06613894579996271,0.017543859649122806,1,0
107,18,59,140.19,8271.21,627,3,1,Month-to-Month,Credit Card,1,137.8535,0.6720618364686162,0.05,1,1
108,61,21,74.22,1558.62,532,0,50,Two Year,UPI,0,70.84636363636363,-0.2628422425032594,0.0,0,0
109,25,2,35.43,70.86,482,0,54,Two Year,Credit Card,1,23.62,-0.3855839076178059,0.0,0,0
110,41,58,52.34,3035.72,499,0,46,One Year,Net Banking,0,51.4528813559322,-0.23130936859750417,0.0,0,0
111,28,43,17.11,735.73,406,1,39,Month-to-Month,UPI,1,16.721136363636365,-0.2148631029986962,0.022727272727272728,1,0
112,68,59,75.56,4458.04,363,1,27,One Year,Credit Card,0,74.30066666666667,-0.05872601974296887,0.016666666666666666,0,0
113,34,38,129.44,4918.72,586,1,55,One Year,Net Banking,0,126.12102564102565,-0.28824734587446443,0.02564102564102564,0,0
114,25,58,140.7,8160.6,468,1,26,Month-to-Month,Debit Card,0,138.31525423728814,0.07360774818401933,0.01694915254237288,1,1
115,52,40,140.56,5622.4,539,1,39,Month-to-Month,UPI,1,137.13170731707316,-0.06870925684485008,0.024390243902439025,1,1
116,52,36,27.53,991.08,300,1,0,One Year,UPI,0,26.785945945945947,0.32967032967032966,0.02702702702702703,0,0
117,50,50,63.49,3174.5,462,0,45,Two Year,Debit Card,0,62.245098039215684,-0.25501955671447196,0.0,0,0
118,22,43,13.95,599.85,361,1,10,One Year,UPI,0,13.632954545454545,0.22721177127956788,0.022727272727272728,0,0
119,59,37,129.72,4799.64,558,1,38,Month-to-Month,Net Banking,0,126.30631578947369,-0.030880983423356212,0.02631578947368421,1,0
120,56,15,60.23,903.45,619,2,17,Month-to-Month,Debit Card,0,56.465625,0.39208418699944125,0.125,1,0
121,58,28,98.36,2754.08,675,0,26,Two Year,Credit Card,0,94.96827586206896,0.3010802756565469,0.0,0,0
122,45,18,110.09,1981.62,424,0,46,One Year,Net Banking,0,104.29578947368421,-0.31372695101508663,0.0,0,0
123,24,34,70.18,2386.12,364,1,9,Month-to-Month,Debit Card,1,68.17485714285714,0.24745762711864408,0.02857142857142857,1,0
124,26,22,52.9,1163.8,449,2,35,Month-to-Month,Credit Card,0,50.6,-0.09981374557645739,0.08695652173913043,1,0
125,25,11,144.71,1591.81,416,2,20,Two Year,Net Banking,0,132.65083333333334,0.11815980629539952,0.16666666666666666,0,0
126,29,58,145.03,8411.74,551,2,27,Two Year,Net Banking,0,142.57186440677967,0.14786738685043765,0.03389830508474576,0,1
127,51,57,50.52,2879.64,331,0,0,One Year,UPI,0,49.64896551724138,0.3637362637362637,0.0,0,0
128,50,13,77.15,1002.95,289,1,13,Month-to-Month,UPI,0,71.63928571428572,0.09724343453157011,0.07142857142857142,1,0
129,65,4,146.2,584.8,458,0,19,One Year,Debit Card,0,116.96,0.18126280499161856,0.0,0,0
130,40,22,10.68,234.96,587,1,51,Month-to-Month,Credit Card,1,10.215652173913044,-0.21935183460607188,0.043478260869565216,1,0
131,41,7,67.77,474.39,376,4,56,Two Year,Net Banking,1,59.29875,-0.5359657291860682,0.5,0,0
132,54,43,24.06,1034.58,601,1,8,Month-to-Month,Net Banking,1,23.513181818181817,0.5248463401005774,0.022727272727272728,1,0
133,52,54,81.28,4389.12,543,0,44,One Year,Debit Card,0,79.80218181818182,-0.1490594151611101,0.0,0,0
134,61,24,13.45,322.8,685,1,26,One Year,UPI,0,12.912,0.31206928664555783,0.04,0,0
135,57,4,66.97,267.88,403,0,57,One Year,Net Banking,1,53.576,-0.5232445520581114,0.0,0,0
136,39,28,40.9,1145.2,307,0,48,Month-to-Month,Net Banking,0,39.4896551724138,-0.476196684671261,0.0,1,0
137,44,15,84.66,1269.9,571,1,55,Month-to-Month,UPI,0,79.36875,-0.30473086235798097,0.0625,1,0
138,52,1,149.44,149.44,533,0,51,One Year,Credit Card,1,74.72,-0.27869249394673123,0.0,0,0
139,18,55,122.08,6714.4,524,0,3,Month-to-Month,Credit Card,0,119.89999999999999,0.5249767181970572,0.0,1,1
140,52,3,128.39,385.17,374,3,36,Month-to-Month,UPI,1,96.2925,-0.1991804805364128,0.75,1,0
141,54,14,98.94,1385.16,593,2,17,Two Year,Net Banking,0,92.34400000000001,0.36351275842801267,0.13333333333333333,0,0
142,64,38,15.82,601.16,423,1,30,Month-to-Month,UPI,1,15.414358974358974,-0.04363941143602157,0.02564102564102564,1,0
143,31,50,38.95,1947.5,524,2,48,One Year,Credit Card,0,38.18627450980392,-0.23773514620972258,0.0392156862745098,0,0
144,20,57,139.51,7952.07,444,1,52,Month-to-Month,Debit Card,0,137.1046551724138,-0.3934438442913019,0.017241379310344827,1,1
145,18,1,61.26,61.26,542,1,38,One Year,Debit Card,0,30.63,-0.04846340100577384,0.5,0,0
146,22,38,24.51,931.38,356,4,9,One Year,Credit Card,0,23.88153846153846,0.23866641832743526,0.10256410256410256,0,0
147,43,38,108.34,4116.92,559,2,8,One Year,Credit Card,0,105.56205128205129,0.4786924939467313,0.05128205128205128,0,0
148,31,21,51.92,1090.32,578,0,27,Two Year,Credit Card,0,49.559999999999995,0.17753771652076733,0.0,0,0
149,56,48,47.64,2286.72,513,0,27,Month-to-Month,UPI,1,46.667755102040815,0.10610914509219593,0.0,1,0
150,44,29,149.72,4341.88,697,0,12,One Year,Debit Card,0,144.72933333333333,0.5625442354255914,0.0,0,0
151,26,5,130.14,650.7,524,0,17,One Year,Credit Card,0,108.45,0.2876885826038368,0.0,0,0
152,32,49,67.11,3288.39,610,0,11,Month-to-Month,Net Banking,1,65.7678,0.4838889923635686,0.0,1,0
153,32,10,147.24,1472.4,511,1,7,Month-to-Month,Debit Card,0,133.85454545454547,0.44289439374185136,0.09090909090909091,1,0
154,43,28,101.02,2828.56,599,2,22,Two Year,UPI,1,97.53655172413792,0.28536040230955484,0.06896551724137931,0,0
155,59,21,113.88,2391.48,316,2,49,Month-to-Month,Net Banking,1,108.70363636363636,-0.48325572732352395,0.09090909090909091,1,0
156,30,50,14.41,720.5,503,0,4,Month-to-Month,UPI,1,14.127450980392156,0.48495064257776127,0.0,1,0
157,68,7,27.02,189.14,364,0,6,Month-to-Month,Credit Card,1,23.6425,0.2983050847457627,0.0,1,0
158,49,3,98.63,295.89,516,1,14,Month-to-Month,Credit Card,0,73.9725,0.32974483143974664,0.25,1,0
159,56,45,135.86,6113.7,546,0,2,Two Year,Credit Card,0,132.90652173913043,0.5661016949152542,0.0,0,1
160,66,47,97.32,4574.04,596,0,17,Month-to-Month,Net Banking,0,95.2925,0.36680946172471596,0.0,1,0
161,69,20,28.76,575.2,558,1,37,Month-to-Month,Credit Card,0,27.390476190476193,-0.013931830880983376,0.047619047619047616,1,0
162,49,19,26.21,497.99,459,1,25,One Year,Debit Card,0,24.8995,0.08066679083628236,0.05,0,0
163,21,35,128.19,4486.65,409,1,37,Month-to-Month,Credit Card,1,124.62916666666666,-0.17766809461724714,0.027777777777777776,1,0
164,47,4,29.5,118.0,218,1,58,One Year,Debit Card,0,23.6,-0.7434904078971876,0.2,0,0
165,54,5,82.83,414.15,508,1,51,One Year,Net Banking,0,69.02499999999999,-0.3061650214192587,0.16666666666666666,0,0
166,40,1,15.2,15.2,636,1,32,One Year,UPI,0,7.6,0.15652821754516666,0.5,0,0
167,56,4,21.29,85.16,513,1,20,One Year,UPI,0,17.032,0.22475321288880612,0.2,0,0
168,62,12,104.13,1249.56,489,1,16,Month-to-Month,Debit Card,1,96.11999999999999,0.26617619668467124,0.07692307692307693,1,0
169,32,27,106.49,2875.23,517,0,42,Month-to-Month,Net Banking,1,102.68678571428572,-0.1437325386477929,0.0,1,0
170,60,56,57.81,3237.36,453,2,58,Month-to-Month,Debit Card,1,56.79578947368421,-0.48524864965542935,0.03508771929824561,1,0
171,46,42,40.19,1687.98,523,2,55,Month-to-Month,Credit Card,1,39.255348837209304,-0.35747811510523375,0.046511627906976744,1,0
172,53,23,123.92,2850.16,451,0,1,Month-to-Month,Credit Card,1,118.75666666666666,0.47865524306202273,0.0,1,0
173,30,25,40.39,1009.75,392,0,24,Month-to-Month,Credit Card,0,38.83653846153846,0.023989569752281614,0.0,1,0
174,49,21,85.88,1803.48,490,2,40,Month-to-Month,UPI,1,81.97636363636364,-0.1395045632333768,0.09090909090909091,1,0
175,24,58,145.55,8441.9,488,1,18,Month-to-Month,Debit Card,0,143.08305084745763,0.23117899050102436,0.01694915254237288,1,1
176,68,52,30.7,1596.4,725,1,37,Month-to-Month,Net Banking,1,30.120754716981132,0.16958465263550004,0.018867924528301886,1,0
177,39,24,141.72,3401.28,403,0,24,Month-to-Month,Debit Card,0,136.0512,0.03607748184019366,0.0,1,0
178,45,25,35.61,890.25,480,1,38,Month-to-Month,Debit Card,0,34.24038461538461,-0.11659526913764195,0.038461538461538464,1,0
179,19,45,89.44,4024.8,469,2,3,One Year,Debit Card,0,87.49565217391304,0.4645371577574967,0.043478260869565216,0,0
180,59,55,62.78,3452.9,446,0,2,One Year,Credit Card,0,61.658928571428575,0.4562115850251443,0.0,0,0
181,62,46,145.09,6674.14,561,0,33,One Year,Credit Card,0,142.00297872340425,0.057161482585211476,0.0,0,1
182,23,32,48.3,1545.6,768,2,41,Two Year,Debit Card,0,46.836363636363636,0.14904078971875578,0.06060606060606061,0,0
183,45,55,65.95,3627.25,461,1,9,One Year,Credit Card,0,64.77232142857143,0.3540510337120506,0.017857142857142856,0,0
184,45,32,147.6,4723.2,561,1,48,One Year,UPI,0,143.12727272727273,-0.19707580555038184,0.030303030303030304,0,0
185,61,5,85.11,425.55,270,2,26,Month-to-Month,Credit Card,0,70.925,-0.1439746693983982,0.3333333333333333,1,0
186,61,36,80.37,2893.32,452,2,47,Month-to-Month,UPI,1,78.19783783783784,-0.2999068727882287,0.05405405405405406,1,0
187,37,46,46.09,2120.14,686,4,25,One Year,UPI,0,45.10936170212766,0.3301173402868318,0.0851063829787234,0,0
188,47,42,108.19,4543.98,493,2,26,Month-to-Month,Debit Card,0,105.67395348837208,0.10108027565654681,0.046511627906976744,1,0
189,28,49,12.01,588.49,560,1,0,Month-to-Month,Debit Card,0,11.7698,0.6153846153846154,0.02,1,0
190,45,42,16.93,711.06,425,2,43,Month-to-Month,Credit Card,1,16.536279069767442,-0.2617805922890668,0.046511627906976744,1,0
191,42,58,93.91,5446.78,530,1,19,Month-to-Month,Net Banking,0,92.31830508474576,0.26038368411249774,0.01694915254237288,1,1
192,56,39,57.83,2255.37,695,0,51,One Year,Debit Card,0,56.384249999999994,-0.10067051592475329,0.0,0,0
193,50,16,143.46,2295.36,360,1,24,Month-to-Month,UPI,1,135.02117647058824,-0.011175265412553592,0.058823529411764705,1,0
194,18,33,136.45,4502.85,762,3,9,Month-to-Month,UPI,1,132.43676470588235,0.6848202644812814,0.08823529411764706,1,0
195,44,49,109.92,5386.08,314,1,0,Month-to-Month,Credit Card,0,107.7216,0.34505494505494505,0.02,1,1
196,69,21,124.54,2615.34,441,2,15,One Year,UPI,0,118.87909090909092,0.2303780964797914,0.09090909090909091,0,0
197,30,9,103.43,930.87,399,0,10,One Year,Debit Card,1,93.087,0.26897001303780965,0.0,0,0
198,58,6,27.58,165.48,467,0,3,Month-to-Month,Credit Card,0,23.639999999999997,0.4623393555596945,0.0,1,0
199,20,51,117.18,5976.18,398,1,34,One Year,Credit Card,1,114.92653846153847,-0.13890854907804062,0.019230769230769232,0,1
200,56,45,39.43,1774.35,389,3,56,Month-to-Month,Net Banking,0,38.57282608695652,-0.521680014900354,0.06521739130434782,1,0
201,23,35,55.28,1934.8,357,0,12,One Year,Credit Card,0,53.74444444444444,0.1889178617992177,0.0,0,0
202,25,39,124.69,4862.91,577,1,20,One Year,Net Banking,1,121.57275,0.2950828832184764,0.025,0,0
203,44,22,85.11,1872.42,471,1,14,Two Year,Debit Card,0,81.4095652173913,0.28029428198919726,0.043478260869565216,0,0
204,26,41,130.39,5345.99,440,0,56,Month-to-Month,UPI,0,127.28547619047619,-0.46563605885639786,0.0,1,1
205,54,54,39.82,2150.28,533,1,9,Month-to-Month,Debit Card,0,39.096000000000004,0.4331719128329298,0.01818181818181818,1,0
206,50,5,95.09,475.45,320,1,37,Month-to-Month,Credit Card,1,79.24166666666666,-0.27547029241944493,0.16666666666666666,1,0
207,68,42,21.73,912.66,536,2,10,Month-to-Month,Net Banking,1,21.224651162790696,0.4195194635872602,0.046511627906976744,1,0
208,59,23,100.03,2300.69,488,2,56,Month-to-Month,UPI,1,95.86208333333333,-0.41288880610914513,0.08333333333333333,1,0
209,61,17,116.75,1984.75,492,2,31,Month-to-Month,Credit Card,0,110.26388888888889,0.01523561184578126,0.1111111111111111,1,0
210,41,12,91.89,1102.68,562,1,32,Month-to-Month,Debit Card,1,84.82153846153847,0.07520953622648541,0.07692307692307693,1,0
211,32,23,47.27,1087.21,697,0,19,Two Year,Credit Card,0,45.30041666666667,0.44390016762898127,0.0,0,0
212,49,16,14.39,230.24,538,0,35,Month-to-Month,Net Banking,1,13.543529411764707,-0.0020115477742596033,0.0,1,0
213,49,3,26.72,80.16,476,0,29,Two Year,Debit Card,0,20.04,0.031551499348109524,0.0,0,0
214,41,30,97.12,2913.6,358,2,57,One Year,Credit Card,0,93.98709677419355,-0.5726951015086608,0.06451612903225806,0,0
215,58,57,140.82,8026.74,213,2,9,Two Year,Net Banking,0,138.39206896551724,0.08152356118457812,0.034482758620689655,0,1
216,69,22,38.91,856.02,515,3,53,Two Year,Credit Card,0,37.21826086956521,-0.33237101881169684,0.13043478260869565,0,0
217,66,9,112.9,1016.1,348,2,57,One Year,Net Banking,1,101.61,-0.5836841124976718,0.2,0,0
218,66,29,131.3,3807.7,195,1,14,One Year,Credit Card,0,126.92333333333333,-0.02300242130750607,0.03333333333333333,0,0
219,69,47,82.92,3897.24,457,0,28,Month-to-Month,Debit Card,1,81.1925,0.0276215310113615,0.0,1,0
220,29,37,103.7,3836.9,528,2,0,Month-to-Month,Debit Card,1,100.97105263157896,0.5802197802197803,0.05263157894736842,1,0
221,56,23,124.1,2854.3,589,0,57,Two Year,Debit Card,0,118.92916666666667,-0.31884894766250693,0.0,0,0
222,19,13,46.49,604.37,627,1,20,Month-to-Month,Debit Card,0,43.169285714285714,0.3500279381635314,0.07142857142857142,1,0
223,20,32,51.57,1650.24,605,1,14,Month-to-Month,Debit Card,0,50.00727272727273,0.42754702924194443,0.030303030303030304,1,0
